"id","host_since","host_location","host_response_time","host_response_rate","host_neighborhood","host_has_profile_pic","host_identity_verified","street","neighborhood","city","suburb","state","zipcode","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month","properties.ABB_NAME"
24893508,"9/7/2014","New South Wales, Australia","within an hour","99%","Darlinghurst","t","f","Melbourne, VIC, Australia","Prahran/Windsor","Port Phillip","Melbourne","VIC","3004","Melbourne, Australia",-37.85204946,144.9803117,"t","Apartment","Entire home/apt",8,2,3,5,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,""Lake access"",""Handheld shower head"",""Smart TV"",Balcony,""Espresso machine"",""Convection oven"",Netflix,""En suite bathroom"",""Outdoor seating"",""Soaking tub"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials"",""Roll-in shower""}",239,NA,NA,500,199,6,2,1000,30,99,4.62,"Port Phillip"
19610101,"9/8/2016","Tullamarine, Victoria, Australia","within an hour","100%","","t","f","Tullamarine, VIC, Australia","","Hume","Tullamarine","VIC","3043","Tullamarine, Australia",-37.69979911,144.8783222,"f","House","Private room",1,1,1,1,"Real Bed","{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed""}",69,NA,NA,NA,NA,1,1,5,5,100,0.43,"Hume"
21786836,"10/26/2017","AU","within an hour","100%","Fitzroy","t","f","Fitzroy, VIC, Australia","Fitzroy","Yarra","Fitzroy","VIC","3065","Fitzroy, Australia",-37.79981284,144.9798734,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Coffee maker"",Dishwasher,""Patio or balcony""}",136,NA,NA,350,80,1,3,100,28,94,2.25,"Yarra"
22380867,"5/16/2015","Newport, Victoria, Australia","within an hour","89%","","t","t","Newport, VIC, Australia","Newport","Hobsons Bay","Newport","VIC","3015","Newport, Australia",-37.84335173,144.8789613,"f","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",83,NA,NA,0,30,2,2,90,14,97,1.23,"Hobsons Bay"
27669857,"6/12/2018","Saint Kilda, Victoria, Australia","within an hour","100%","","t","f","St Kilda, VIC, Australia","St Kilda","Port Phillip","St Kilda","VIC","3182","St Kilda, Australia",-37.85866086,144.9817916,"f","Serviced apartment","Entire home/apt",6,1,2,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Shampoo,""Hair dryer"",Iron,Bathtub}",199,NA,NA,200,NA,2,1,1125,0,NA,NA,"Port Phillip"
21199134,"9/6/2017","AU","within an hour","100%","Caulfield","t","f","Caulfield South, VIC, Australia","Caulfield","Glen Eira","Caulfield South","VIC","3162","Caulfield South, Australia",-37.8951086,145.0199131,"t","House","Private room",1,1,1,1,"Real Bed","{Wifi,Kitchen,""Free street parking"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",36,NA,NA,138,20,1,2,30,12,80,0.94,"Glen Eira"
18009636,"7/7/2013","Melbourne, Victoria, Australia","N/A","N/A","Northcote","t","t","Northcote, VIC, Australia","Northcote","Darebin","Northcote","VIC","3070","Northcote, Australia",-37.77585549,144.9995366,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Well-lit path to entrance""}",64,NA,NA,135,60,2,6,30,2,90,0.13,"Darebin"
8817421,"10/10/2015","Melbourne, Victoria, Australia","within a day","67%","Brighton","t","f","Brighton, VIC, Australia","Brighton","Bayside","Brighton","VIC","3186","Brighton, Australia",-37.91966643,144.9966884,"t","House","Entire home/apt",10,2.5,4,4,"Real Bed","{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Baby bath"",""Changing table"",""Children’s dinnerware"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",Beachfront}",299,NA,NA,300,300,2,3,1125,0,NA,NA,"Bayside"
14270846,"5/27/2015","Melbourne, Victoria, Australia","within an hour","100%","Central Business District","t","t","Melbourne, VIC, Australia","Central Business District","Melbourne","Melbourne","VIC","3000","Melbourne, Australia",-37.81189322,144.9562387,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",89,NA,NA,0,60,2,4,1125,83,100,2.9,"Melbourne"
26482632,"6/13/2018","Mount Dandenong, Victoria, Australia","within an hour","100%","","t","f","Mt Dandenong, VIC, Australia","","Yarra Ranges","Mt Dandenong","VIC","3767","Mt Dandenong, Australia",-37.83039252,145.3533445,"f","Cottage","Entire home/apt",2,1.5,1,1,"Real Bed","{TV,Internet,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Hot tub"",Heating,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",120,NA,NA,NA,85,2,1,1125,16,99,3.22,"Yarra Ranges"
18587419,"5/8/2015","Saint Kilda, Victoria, Australia","N/A","N/A","Balaclava/Ripponlea","t","f","Saint Kilda, VIC, Australia","St Kilda","Port Phillip","Saint Kilda","VIC","3182","Saint Kilda, Australia",-37.86359681,144.9751066,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",60,NA,NA,400,0,2,7,1125,0,NA,NA,"Port Phillip"
1521505,"8/8/2013","Coburg, Victoria, Australia","N/A","N/A","Coburg","t","t","Coburg, VIC, Australia","Coburg","Moreland","Coburg","VIC","3058","Coburg, Australia",-37.75316376,144.9740711,"t","Guesthouse","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you"",""Handheld shower head""}",90,400,1300,0,0,1,2,1125,46,96,0.76,"Moreland"
20261773,"7/6/2015","Melbourne, Victoria, Australia","within an hour","100%","Brunswick","t","f","Brunswick, VIC, Australia","Brunswick","Moreland","Brunswick","VIC","3056","Brunswick, Australia",-37.76425778,144.9622254,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Bed linens""}",105,NA,NA,250,70,1,3,100,41,97,2.7,"Moreland"
30444028,"11/21/2018","Australia","within an hour","100%","","t","f","Pascoe Vale, VIC, Australia","","Moreland","Pascoe Vale","VIC","3044","Pascoe Vale, Australia",-37.72377636,144.9393041,"t","Guesthouse","Entire home/apt",4,1.5,4,5,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Host greets you""}",120,NA,NA,300,50,4,7,1125,0,NA,NA,"Moreland"
10886938,"1/27/2016","Melbourne, Victoria, Australia","within a day","50%","","t","f","Caroline Springs, VIC, Australia","","Melton","Caroline Springs","VIC","3023","Caroline Springs, Australia",-37.70703994,144.7359536,"t","House","Shared room",1,1,1,1,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""24-hour check-in"",""Laptop friendly workspace""}",50,NA,NA,NA,NA,1,1,1125,1,20,0.03,"Melton"
23394939,"11/8/2014","Melbourne, Victoria, Australia","N/A","N/A","Prahran","t","t","Carnegie, VIC, Australia","Carnegie","Glen Eira","Carnegie","VIC","3163","Carnegie, Australia",-37.89799073,145.0504949,"t","House","Entire home/apt",8,2,3,3,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",150,NA,NA,NA,NA,1,4,1125,0,NA,NA,"Glen Eira"
14618554,"9/3/2011","Melbourne, Victoria, Australia","within an hour","100%","","t","f","Southbank, VIC, Australia","Southbank","Melbourne","Southbank","VIC","3006","Southbank, Australia",-37.82235819,144.9627983,"f","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Host greets you""}",100,NA,NA,NA,NA,1,1,1125,5,100,0.18,"Melbourne"
17240866,"1/27/2017","Caulfield North, Victoria, Australia","N/A","N/A","","t","t","Caulfield North, VIC, Australia","Caulfield","Glen Eira","Caulfield North","VIC","3161","Caulfield North, Australia",-37.86409086,145.014928,"f","House","Private room",2,1,1,1,"Real Bed","{Wifi,""Hot tub"",Essentials,Shampoo,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance""}",80,NA,NA,200,50,2,2,1125,0,NA,NA,"Glen Eira"
23475515,"6/13/2017","AU","within an hour","100%","Central Business District","t","f","Richmond, VIC, Australia","Richmond","Yarra","Richmond","VIC","3121","Richmond, Australia",-37.81893764,144.9982447,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide doorway"",""Step-free access"",""Host greets you"",""Paid parking on premises""}",100,NA,NA,450,85,1,1,1125,34,98,3.76,"Yarra"
15738446,"8/17/2013","Melbourne, Victoria, Australia","within an hour","91%","Docklands","t","f","Docklands, VIC, Australia","Docklands","Melbourne","Docklands","VIC","3008","Docklands, Australia",-37.81283932,144.9441634,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",Bathtub,""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",251,NA,NA,300,88,1,1,1125,21,95,0.87,"Melbourne"
27838407,"3/29/2017","Melbourne, Victoria, Australia","N/A","N/A","","t","f","Bentleigh, VIC, Australia","Bentleigh","Glen Eira","Bentleigh","VIC","3204","Bentleigh, Australia",-37.91725782,145.0453876,"f","House","Private room",1,1,1,1,"Real Bed","{TV,Wifi,Kitchen,Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Host greets you""}",35,NA,NA,NA,NA,1,1,1125,0,NA,NA,"Glen Eira"
9392902,"11/10/2015","South Yarra, Victoria, Australia","N/A","N/A","","t","t","South Yarra, VIC, Australia","South Yarra","Stonnington","South Yarra","VIC","3141","South Yarra, Australia",-37.84055311,145.0015277,"f","Apartment","Entire home/apt",3,1,1,2,"Real Bed","{""Cable TV"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Iron}",105,NA,NA,NA,40,1,3,1125,2,70,0.08,"Stonnington"
22109829,"7/15/2016","Australia","N/A","N/A","","t","f","Carlton, VIC, Australia","Carlton","Melbourne","Carlton","VIC","3053","Carlton, Australia",-37.80501399,144.9597827,"f","Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,Wifi,Kitchen,Elevator,Washer,""Smoke detector"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",105,NA,NA,NA,NA,1,20,1125,0,NA,NA,"Melbourne"
23971411,"4/2/2016","Melbourne, Victoria, Australia","N/A","N/A","","t","t","Reservoir, VIC, Australia","","Darebin","Reservoir","VIC","3073","Reservoir, Australia",-37.72877806,144.9992802,"t","Townhouse","Private room",2,1,1,1,"Real Bed","{TV,Wifi,""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Long term stays allowed"",""Wide hallway clearance"",""Host greets you""}",55,NA,NA,NA,NA,1,2,28,0,NA,NA,"Darebin"
30518724,"2/21/2016","Ringwood, Victoria, Australia","N/A","N/A","","t","f","Ringwood, VIC, Australia","","Maroondah","Ringwood","VIC","3134","Ringwood, Australia",-37.78777825,145.2526667,"f","House","Entire home/apt",6,3,4,6,"Real Bed","{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",Essentials,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",300,NA,NA,500,100,1,7,1125,0,NA,NA,"Maroondah"
8834246,"9/24/2015","Melbourne, Victoria, Australia","N/A","N/A","","t","f","Port Melbourne, VIC, Australia","Port Melbourne","Port Phillip","Port Melbourne","VIC","3207","Port Melbourne, Australia",-37.84056819,144.9445867,"f","Apartment","Entire home/apt",6,2,3,3,"Real Bed","{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials}",285,1800,NA,NA,NA,1,4,1125,6,97,0.19,"Port Phillip"
30044379,"6/8/2016","South Yarra, Victoria, Australia","within an hour","100%","Central Business District","t","f","Melbourne, VIC, Australia","Central Business District","Melbourne","Melbourne","VIC","3000","Melbourne, Australia",-37.80879114,144.9602263,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Hot tub"",Heating,Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Lake access""}",140,NA,NA,150,82,1,1,28,1,100,1,"Melbourne"
1914462,"11/10/2013","Docklands, Victoria, Australia","within an hour","100%","South Wharf","t","t","Docklands, VIC, Australia","","Melbourne","Docklands","VIC","3008","Docklands, Australia",-37.82560135,144.9470952,"t","Apartment","Private room",4,1.5,2,2,"Real Bed","{TV,""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",""Pets live on this property"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,""Handheld shower head"",""Paid parking on premises""}",109,750,NA,0,0,2,1,20,95,96,1.64,"Melbourne"
